inspection_id,product_id,inspection_date,result,failure_reason,notes
761,375,2025-08-28,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
762,376,2026-04-09,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
763,376,2025-07-11,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
764,377,2025-11-13,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
765,377,2026-03-28,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
766,377,2025-08-26,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
767,378,2026-01-15,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
768,378,2026-03-02,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
769,379,2025-08-02,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
770,379,2026-03-15,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
771,380,2026-02-26,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
772,381,2025-09-22,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
773,381,2026-04-21,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
774,382,2025-07-23,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
775,383,2026-04-25,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
776,383,2026-03-08,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
777,384,2025-09-09,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
778,384,2025-09-04,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
779,385,2025-05-14,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
780,386,2025-06-15,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
781,386,2026-01-28,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
782,386,2026-04-21,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
783,387,2025-08-01,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
784,387,2026-02-25,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
785,388,2025-06-16,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
786,388,2026-01-21,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
787,388,2025-07-03,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
788,389,2025-05-10,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
789,389,2026-03-20,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
790,389,2025-05-16,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
791,390,2026-04-22,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
792,391,2026-05-07,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
793,391,2026-01-10,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
794,391,2026-01-14,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
795,392,2026-01-17,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
796,393,2026-01-05,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
797,393,2025-11-22,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
798,394,2026-05-03,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
799,394,2026-03-21,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
800,395,2025-05-15,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
801,396,2025-05-26,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
802,397,2025-07-05,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
803,398,2026-03-23,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
804,399,2026-01-16,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
805,399,2025-07-13,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
806,400,2025-08-05,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
807,401,2025-10-13,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
808,402,2025-11-21,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
809,402,2025-09-22,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
810,402,2025-11-25,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
811,403,2026-05-06,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
812,404,2025-11-18,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
813,404,2026-01-14,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
814,405,2025-11-19,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
815,405,2025-11-16,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
816,406,2025-05-29,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
817,406,2025-10-23,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
818,407,2026-04-28,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
